"UserId","Attribute Type","Attribute Level","Attribute Verified","id_department","id_gender","id_att_group","id_att_sub_group","id_att_name","SkillLevel"
707,skill,2,0,3,1,7,193,71,heavy supervision
707,skill,3,0,3,1,7,193,115,light supervision
707,skill,3,0,3,1,7,193,101,light supervision
707,skill,3,0,3,1,6,24,34,light supervision
707,skill,2,0,3,1,6,98,141,heavy supervision
707,skill,2,0,3,1,6,108,156,heavy supervision
707,skill,3,0,3,1,6,198,277,light supervision
707,skill,3,0,3,1,7,111,107,light supervision
707,skill,2,0,3,1,7,111,117,heavy supervision
707,skill,3,0,3,1,7,111,236,light supervision
707,skill,2,0,3,1,7,111,281,heavy supervision
707,skill,3,0,3,1,7,111,291,light supervision
99,skill,4,1,1,2,2,44,63,light supervision
99,skill,4,1,1,2,2,45,64,light supervision
99,skill,3,1,1,2,2,50,73,light supervision
99,skill,3,1,1,2,2,64,90,light supervision
99,skill,4,1,1,2,2,136,196,light supervision
99,skill,3,1,1,2,2,155,216,light supervision
99,skill,4,1,1,2,2,156,217,light supervision
99,skill,4,1,1,2,2,170,233,light supervision
380,skill,2,1,1,1,10,54,78,heavy supervision
380,skill,2,1,1,1,12,53,77,heavy supervision
380,skill,0,0,1,1,12,51,74,wants to learn
101,skill,2,1,9,2,2,44,63,heavy supervision
101,skill,2,1,9,2,2,45,64,heavy supervision
101,skill,3,1,9,2,2,50,73,light supervision
101,skill,3,1,9,2,2,64,90,light supervision
101,skill,0,0,9,2,2,136,196,wants to learn
101,skill,1,1,9,2,2,155,216,heavy supervision
101,skill,2,1,9,2,2,156,217,heavy supervision
101,skill,2,1,9,2,2,170,233,heavy supervision
101,skill,2,1,9,2,3,28,40,heavy supervision
101,skill,2,1,9,2,3,74,102,heavy supervision
101,skill,2,1,9,2,3,101,146,heavy supervision
101,skill,2,1,9,2,3,114,162,heavy supervision
101,skill,0,0,9,2,4,27,33,wants to learn
101,skill,1,1,9,2,4,27,38,heavy supervision
101,skill,0,0,9,2,4,27,41,wants to learn
101,skill,0,0,9,2,4,27,137,wants to learn
101,skill,0,0,9,2,4,56,81,wants to learn
101,skill,2,1,9,2,4,61,85,heavy supervision
101,skill,0,0,9,2,4,58,82,wants to learn
101,skill,2,1,9,2,4,61,86,heavy supervision
101,skill,1,1,9,2,4,91,128,heavy supervision
101,skill,0,0,9,2,4,203,283,wants to learn
101,skill,1,1,9,2,8,84,119,heavy supervision
101,skill,1,1,9,2,8,181,255,heavy supervision
101,skill,2,1,9,2,11,102,147,heavy supervision
101,skill,1,1,9,2,11,100,144,heavy supervision
101,skill,3,1,9,2,11,157,218,light supervision
101,skill,0,0,9,2,11,158,219,wants to learn
101,skill,0,0,9,2,11,195,274,wants to learn
101,skill,0,0,9,2,12,43,62,wants to learn
531,skill,3,1,5,2,4,203,283,light supervision
531,skill,3,1,5,2,4,177,249,light supervision
531,skill,3,1,5,2,4,166,229,light supervision
531,skill,3,1,5,2,4,154,215,light supervision
531,skill,3,1,5,2,4,133,193,light supervision
531,skill,3,1,5,2,4,132,192,light supervision
531,skill,3,1,5,2,4,76,103,light supervision
531,skill,3,1,5,2,4,61,87,light supervision
531,skill,4,1,5,2,4,56,81,light supervision
531,skill,3,1,5,2,4,34,45,light supervision
531,skill,2,1,5,2,4,32,296,heavy supervision
531,skill,3,1,5,2,4,32,257,light supervision
531,skill,3,1,5,2,4,32,182,light supervision
531,skill,3,1,5,2,4,32,171,light supervision
531,skill,3,1,5,2,4,32,167,light supervision
531,skill,3,1,5,2,4,32,143,light supervision
531,skill,2,1,5,2,4,32,108,heavy supervision
531,skill,2,1,5,2,4,32,69,heavy supervision
531,skill,3,1,5,2,4,29,273,light supervision
531,skill,3,1,5,2,4,29,70,light supervision
531,skill,3,1,5,2,4,29,59,light supervision
531,skill,2,1,5,2,4,29,42,heavy supervision
531,skill,3,1,5,2,4,27,137,light supervision
531,skill,3,1,5,2,4,27,39,light supervision
531,skill,3,1,5,2,3,174,239,light supervision
531,skill,3,1,5,2,3,145,205,light supervision
531,skill,3,1,5,2,3,127,186,light supervision
531,skill,3,1,5,2,3,126,185,light supervision
531,skill,3,1,5,2,3,125,184,light supervision
531,skill,3,1,5,2,3,114,162,light supervision
531,skill,3,1,5,2,3,101,146,light supervision
531,skill,3,1,5,2,3,74,102,light supervision
531,skill,3,1,5,2,3,28,40,light supervision
531,skill,3,1,5,2,2,64,90,light supervision
531,skill,3,1,5,2,2,50,73,light supervision
531,skill,4,1,5,2,8,80,110,light supervision
531,skill,3,1,5,2,11,195,274,light supervision
531,skill,2,1,5,2,11,158,219,heavy supervision
531,skill,3,1,5,2,11,157,218,light supervision
531,skill,3,1,5,2,11,102,147,light supervision
531,skill,3,1,5,2,11,100,144,light supervision
531,skill,3,1,5,2,11,20,28,light supervision
531,skill,4,1,5,2,2,170,233,light supervision
531,skill,4,1,5,2,2,156,217,light supervision
531,skill,3,1,5,2,2,136,196,light supervision
531,skill,4,1,5,2,2,44,63,light supervision
531,skill,2,1,5,2,7,183,295,heavy supervision
531,skill,2,1,5,2,7,183,247,heavy supervision
531,skill,2,1,5,2,7,183,131,heavy supervision
531,skill,2,1,5,2,7,183,116,heavy supervision
531,skill,2,1,5,2,7,183,66,heavy supervision
531,skill,2,1,5,2,7,183,50,heavy supervision
531,skill,2,1,5,2,7,183,30,heavy supervision
531,skill,2,1,5,2,7,111,281,heavy supervision
531,skill,2,1,5,2,7,111,117,heavy supervision
531,skill,3,1,5,2,7,111,107,light supervision
531,skill,3,1,5,2,7,111,55,light supervision
531,skill,2,1,5,2,6,172,237,heavy supervision
531,skill,2,1,5,2,6,142,201,heavy supervision
531,skill,0,0,5,2,6,134,194,wants to learn
531,skill,3,1,5,2,5,138,197,light supervision
531,skill,2,1,5,2,5,120,176,heavy supervision
531,skill,3,1,5,2,5,59,83,light supervision
531,skill,3,1,5,2,5,40,57,light supervision
531,skill,2,1,5,2,2,155,216,heavy supervision
531,skill,3,1,5,2,2,45,64,light supervision
531,skill,3,1,5,2,4,149,210,light supervision
531,skill,3,1,5,2,4,91,128,light supervision
531,skill,3,1,5,2,4,65,91,light supervision
531,skill,3,1,5,2,4,61,86,light supervision
531,skill,3,1,5,2,4,61,85,light supervision
531,skill,3,1,5,2,4,58,82,light supervision
531,skill,2,1,5,2,4,177,248,heavy supervision
531,skill,3,1,5,2,4,27,38,light supervision
531,skill,3,1,5,2,4,27,33,light supervision
531,skill,2,1,5,2,4,12,13,heavy supervision
348,skill,1,1,8,2,7,111,266,heavy supervision
348,skill,3,1,8,2,6,187,261,light supervision
348,skill,4,1,8,2,7,193,280,light supervision
348,skill,4,1,8,2,7,193,113,light supervision
348,skill,4,1,8,2,7,193,71,light supervision
348,skill,2,1,8,2,7,183,76,heavy supervision
348,skill,3,1,8,2,7,183,66,light supervision
348,skill,2,1,8,2,7,183,30,heavy supervision
348,skill,4,1,8,2,7,111,281,light supervision
348,skill,4,1,8,2,7,111,236,light supervision
348,skill,3,1,8,2,6,204,284,light supervision
348,skill,4,1,8,2,6,198,277,light supervision
348,skill,4,1,8,2,6,182,256,light supervision
348,skill,4,1,8,2,6,172,237,light supervision
348,skill,3,1,8,2,6,147,208,light supervision
348,skill,3,1,8,2,4,65,91,light supervision
348,skill,2,1,8,2,3,145,205,heavy supervision
348,skill,3,1,8,2,7,193,234,light supervision
348,skill,0,0,8,2,6,24,34,wants to learn
348,skill,0,0,8,2,4,149,210,wants to learn
348,skill,0,0,8,2,4,91,128,wants to learn
348,skill,0,0,8,2,4,58,82,wants to learn
348,skill,0,0,8,2,4,27,38,wants to learn
348,skill,0,0,8,2,4,27,33,wants to learn
348,skill,0,0,8,2,4,12,13,wants to learn
348,skill,1,1,8,2,8,16,19,heavy supervision
348,skill,3,1,8,2,8,80,110,light supervision
348,skill,2,1,8,2,11,20,28,heavy supervision
348,skill,2,1,8,2,11,195,274,heavy supervision
348,skill,2,1,8,2,11,158,219,heavy supervision
348,skill,2,1,8,2,11,157,218,heavy supervision
348,skill,1,1,8,2,11,102,147,heavy supervision
348,skill,0,0,8,2,11,100,144,wants to learn
348,skill,0,0,8,2,2,170,233,wants to learn
348,skill,0,0,8,2,2,136,196,wants to learn
348,skill,2,1,8,2,7,193,292,heavy supervision
348,skill,2,1,8,2,7,193,209,heavy supervision
348,skill,2,1,8,2,4,132,192,heavy supervision
348,skill,1,1,8,2,7,193,115,heavy supervision
348,skill,3,1,8,2,7,193,114,light supervision
348,skill,3,1,8,2,6,161,223,light supervision
348,skill,1,1,8,2,6,134,194,heavy supervision
348,skill,2,1,8,2,6,98,141,heavy supervision
348,skill,3,1,8,2,7,111,139,light supervision
348,skill,2,1,8,2,7,111,173,heavy supervision
348,skill,2,1,8,2,10,200,279,heavy supervision
348,skill,4,1,8,2,7,111,294,light supervision
348,skill,0,0,8,2,7,183,116,wants to learn
348,skill,0,0,8,2,7,183,131,wants to learn
348,skill,0,0,8,2,7,183,293,wants to learn
348,skill,1,1,8,2,7,183,295,heavy supervision
348,skill,2,1,8,2,7,193,101,heavy supervision
273,skill,2,1,3,1,12,178,251,heavy supervision
273,skill,3,1,3,1,12,153,214,light supervision
273,skill,1,1,3,1,12,99,142,heavy supervision
273,skill,3,1,3,1,12,87,122,light supervision
273,skill,3,1,3,1,12,86,121,light supervision
273,skill,4,1,3,1,12,85,120,light supervision
273,skill,2,1,3,1,12,71,98,heavy supervision
273,skill,3,1,3,1,12,63,89,light supervision
273,skill,2,1,3,1,12,46,65,heavy supervision
273,skill,2,1,3,1,12,7,7,heavy supervision
273,skill,3,1,3,1,12,62,88,light supervision
273,skill,3,1,3,1,12,47,67,light supervision
273,skill,3,1,3,1,12,35,48,light supervision
273,skill,3,1,3,1,12,43,62,light supervision
273,skill,3,1,3,1,12,208,288,light supervision
692,skill,2,1,4,1,2,136,196,heavy supervision
692,skill,4,1,4,1,8,80,110,light supervision
692,skill,1,1,4,1,8,181,255,heavy supervision
692,skill,0,0,4,1,9,6,6,wants to learn
692,skill,0,0,4,1,9,9,9,wants to learn
692,skill,2,1,4,1,9,116,166,heavy supervision
692,skill,3,1,4,1,9,116,80,light supervision
692,skill,2,1,4,1,9,116,165,heavy supervision
692,skill,2,1,4,1,9,152,213,heavy supervision
692,skill,2,1,4,1,9,148,254,heavy supervision
692,skill,0,0,4,1,9,55,79,wants to learn
692,skill,2,1,4,1,9,37,228,heavy supervision
692,skill,2,1,4,1,9,37,245,heavy supervision
692,skill,3,1,4,1,9,37,145,light supervision
692,skill,3,1,4,1,9,33,44,light supervision
692,skill,3,1,4,1,9,37,175,light supervision
692,skill,3,1,4,1,9,69,96,light supervision
692,skill,3,1,4,1,9,207,169,light supervision
692,skill,2,1,4,1,9,207,127,heavy supervision
692,skill,2,1,4,1,9,207,47,heavy supervision
692,skill,3,1,4,1,9,207,152,light supervision
692,skill,3,1,4,1,9,207,153,light supervision
692,skill,3,1,4,1,9,160,222,light supervision
692,skill,3,1,4,1,9,37,179,light supervision
692,skill,2,1,4,1,9,37,51,heavy supervision
692,skill,2,1,4,1,2,44,63,heavy supervision
692,skill,2,1,4,1,2,45,64,heavy supervision
692,skill,3,1,4,1,2,50,73,light supervision
692,skill,4,1,4,1,2,64,90,light supervision
692,skill,3,1,4,1,2,156,217,light supervision
692,skill,4,1,4,1,9,11,12,light supervision
692,skill,2,1,4,1,9,48,68,heavy supervision
692,skill,2,1,4,1,9,37,126,heavy supervision
2,skill,2,0,7,1,4,27,33,heavy supervision
2,skill,2,0,7,1,4,27,38,heavy supervision
2,skill,2,0,7,1,4,27,41,heavy supervision
2,skill,2,0,7,1,4,27,137,heavy supervision
2,skill,0,0,7,1,4,32,108,wants to learn
2,skill,0,0,7,1,4,32,143,wants to learn
2,skill,0,0,7,1,4,32,167,wants to learn
2,skill,2,0,7,1,4,32,171,heavy supervision
2,skill,3,0,7,1,4,32,296,light supervision
2,skill,3,0,7,1,4,61,85,light supervision
2,skill,3,0,7,1,4,61,86,light supervision
2,skill,3,0,7,1,4,61,87,light supervision
2,skill,3,0,7,1,4,65,91,light supervision
2,skill,3,0,7,1,4,76,103,light supervision
2,skill,2,0,7,1,4,91,128,heavy supervision
2,skill,0,0,7,1,4,149,210,wants to learn
2,skill,3,0,7,1,4,177,244,light supervision
2,skill,3,0,7,1,4,177,248,light supervision
2,skill,2,0,7,1,4,203,283,heavy supervision
2,skill,2,0,7,1,4,27,33,heavy supervision
2,skill,2,0,7,1,4,27,38,heavy supervision
2,skill,2,0,7,1,4,27,41,heavy supervision
2,skill,2,0,7,1,4,27,137,heavy supervision
2,skill,0,0,7,1,4,32,108,wants to learn
2,skill,0,0,7,1,4,32,143,wants to learn
2,skill,0,0,7,1,4,32,167,wants to learn
2,skill,2,0,7,1,4,32,171,heavy supervision
2,skill,3,0,7,1,4,32,296,light supervision
2,skill,3,0,7,1,4,61,85,light supervision
2,skill,3,0,7,1,4,61,86,light supervision
2,skill,3,0,7,1,4,61,87,light supervision
2,skill,3,0,7,1,4,65,91,light supervision
2,skill,3,0,7,1,4,76,103,light supervision
2,skill,2,0,7,1,4,91,128,heavy supervision
2,skill,0,0,7,1,4,149,210,wants to learn
2,skill,3,0,7,1,4,177,244,light supervision
2,skill,3,0,7,1,4,177,248,light supervision
2,skill,2,0,7,1,4,203,283,heavy supervision
889,skill,2,1,2,1,12,205,285,heavy supervision
889,skill,2,1,2,1,12,86,121,heavy supervision
889,skill,3,1,2,1,2,50,73,light supervision
889,skill,2,1,2,1,2,44,63,heavy supervision
889,skill,4,1,2,1,12,208,288,light supervision
889,skill,3,1,2,1,12,178,251,light supervision
889,skill,4,1,2,1,12,153,214,light supervision
889,skill,4,1,2,1,12,85,120,light supervision
889,skill,2,1,2,1,12,46,65,heavy supervision
889,skill,0,0,2,1,12,88,123,wants to learn
889,skill,3,1,2,1,8,80,110,light supervision
228,skill,4,0,4,2,2,50,73,light supervision
228,skill,0,0,4,2,2,156,217,wants to learn
842,skill,3,0,5,1,10,209,289,light supervision
842,skill,3,0,5,1,10,118,172,light supervision
842,skill,2,0,5,1,11,195,274,heavy supervision
842,skill,2,0,5,1,4,61,87,heavy supervision
842,skill,4,0,5,1,4,65,91,light supervision
842,skill,3,0,5,1,4,149,210,light supervision
842,skill,4,0,5,1,2,45,64,light supervision
842,skill,0,0,5,1,3,159,220,wants to learn
842,skill,2,0,5,1,3,28,40,heavy supervision
842,skill,3,0,5,1,5,138,197,light supervision
842,skill,3,0,5,1,5,186,260,light supervision
842,skill,3,0,5,1,6,142,201,light supervision
842,skill,2,0,5,1,6,147,208,heavy supervision
842,skill,3,0,5,1,6,172,237,light supervision
842,skill,3,0,5,1,6,182,256,light supervision
842,skill,2,0,5,1,6,198,277,heavy supervision
842,skill,2,0,5,1,7,111,139,heavy supervision
842,skill,4,0,5,1,7,111,281,light supervision
842,skill,2,0,5,1,7,111,291,heavy supervision
842,skill,1,0,5,1,7,111,294,heavy supervision
842,skill,2,0,5,1,7,183,66,heavy supervision
842,skill,2,0,5,1,2,136,196,heavy supervision
842,skill,2,0,5,1,2,156,217,heavy supervision
842,skill,2,0,5,1,2,170,233,heavy supervision
842,skill,3,0,5,1,11,20,28,light supervision
842,skill,3,0,5,1,11,100,144,light supervision
842,skill,4,0,5,1,11,102,147,light supervision
842,skill,4,0,5,1,11,157,218,light supervision
842,skill,2,0,5,1,11,158,219,heavy supervision
842,skill,3,0,5,1,10,209,289,light supervision
842,skill,3,0,5,1,10,118,172,light supervision
842,skill,2,0,5,1,11,195,274,heavy supervision
842,skill,2,0,5,1,4,61,87,heavy supervision
842,skill,4,0,5,1,4,65,91,light supervision
842,skill,3,0,5,1,4,149,210,light supervision
842,skill,4,0,5,1,2,45,64,light supervision
842,skill,0,0,5,1,3,159,220,wants to learn
842,skill,2,0,5,1,3,28,40,heavy supervision
842,skill,3,0,5,1,5,138,197,light supervision
842,skill,3,0,5,1,5,186,260,light supervision
842,skill,3,0,5,1,6,142,201,light supervision
842,skill,2,0,5,1,6,147,208,heavy supervision
842,skill,3,0,5,1,6,172,237,light supervision
842,skill,3,0,5,1,6,182,256,light supervision
842,skill,2,0,5,1,6,198,277,heavy supervision
842,skill,2,0,5,1,7,111,139,heavy supervision
842,skill,4,0,5,1,7,111,281,light supervision
842,skill,2,0,5,1,7,111,291,heavy supervision
842,skill,1,0,5,1,7,111,294,heavy supervision
842,skill,2,0,5,1,7,183,66,heavy supervision
842,skill,2,0,5,1,2,136,196,heavy supervision
842,skill,2,0,5,1,2,156,217,heavy supervision
842,skill,2,0,5,1,2,170,233,heavy supervision
842,skill,3,0,5,1,11,20,28,light supervision
842,skill,3,0,5,1,11,100,144,light supervision
842,skill,4,0,5,1,11,102,147,light supervision
842,skill,4,0,5,1,11,157,218,light supervision
842,skill,2,0,5,1,11,158,219,heavy supervision
275,skill,4,1,10,1,12,208,288,light supervision
275,skill,4,1,10,1,12,180,253,light supervision
275,skill,4,1,10,1,12,117,170,light supervision
275,skill,3,1,10,1,12,99,142,light supervision
275,skill,2,1,10,1,12,110,158,heavy supervision
275,skill,0,0,10,1,12,51,74,wants to learn
275,skill,4,1,10,1,12,7,7,light supervision
275,skill,3,1,10,1,2,45,64,light supervision
275,skill,3,1,10,1,2,64,90,light supervision
275,skill,3,1,10,1,2,50,73,light supervision
275,skill,3,1,10,1,8,80,110,light supervision
275,skill,4,1,10,1,8,140,199,light supervision
890,skill,3,1,2,1,6,18,25,light supervision
890,skill,2,1,2,1,6,24,34,heavy supervision
890,skill,3,1,2,1,6,49,72,light supervision
890,skill,3,1,2,1,6,95,136,light supervision
890,skill,3,1,2,1,6,108,156,light supervision
890,skill,3,1,2,1,6,129,190,light supervision
890,skill,3,1,2,1,6,144,204,light supervision
890,skill,2,1,2,1,6,197,276,heavy supervision
890,skill,3,1,2,1,6,198,277,light supervision
890,skill,2,1,2,1,3,145,205,heavy supervision
890,skill,3,1,2,1,3,143,203,light supervision
159,skill,4,0,6,1,2,44,63,light supervision
159,skill,4,0,6,1,2,45,64,light supervision
159,skill,4,0,6,1,2,50,73,light supervision
159,skill,4,0,6,1,2,64,90,light supervision
159,skill,4,0,6,1,2,136,196,light supervision
159,skill,3,0,6,1,2,155,216,light supervision
159,skill,4,0,6,1,2,156,217,light supervision
159,skill,4,0,6,1,2,170,233,light supervision
159,skill,3,0,6,1,9,11,12,light supervision
159,skill,4,0,6,1,8,80,110,light supervision
159,skill,4,0,6,1,4,34,45,light supervision
159,skill,4,0,6,1,4,91,128,light supervision
368,skill,2,1,4,2,3,28,40,heavy supervision
368,skill,2,1,4,2,3,101,146,heavy supervision
368,skill,2,1,4,2,3,143,203,heavy supervision
368,skill,0,0,4,2,12,4,4,wants to learn
368,skill,1,1,4,2,8,140,199,heavy supervision
368,skill,4,1,4,2,8,181,255,light supervision
368,skill,3,1,4,2,8,80,110,light supervision
368,skill,3,1,4,2,11,195,274,light supervision
368,skill,2,1,4,2,2,170,233,heavy supervision
368,skill,2,1,4,2,2,156,217,heavy supervision
368,skill,2,1,4,2,2,136,196,heavy supervision
368,skill,3,1,4,2,2,50,73,light supervision
368,skill,3,1,4,2,2,44,63,light supervision
368,skill,3,1,4,2,7,111,291,light supervision
368,skill,1,1,4,2,7,111,294,heavy supervision
368,skill,2,1,4,2,1,71,98,heavy supervision
368,skill,0,0,4,2,6,204,284,wants to learn
368,skill,2,1,4,2,6,198,277,heavy supervision
368,skill,4,1,4,2,6,197,276,light supervision
368,skill,4,1,4,2,6,187,261,light supervision
368,skill,2,1,4,2,6,182,256,heavy supervision
368,skill,0,0,4,2,6,171,235,wants to learn
368,skill,4,1,4,2,6,163,225,light supervision
368,skill,2,1,4,2,6,161,223,heavy supervision
368,skill,3,1,4,2,6,147,208,light supervision
368,skill,4,1,4,2,6,144,204,light supervision
368,skill,3,1,4,2,6,142,201,light supervision
368,skill,2,1,4,2,6,134,194,heavy supervision
368,skill,2,1,4,2,6,119,174,heavy supervision
368,skill,4,1,4,2,6,128,187,light supervision
368,skill,3,1,4,2,6,108,156,light supervision
368,skill,3,1,4,2,6,96,138,light supervision
368,skill,3,1,4,2,6,95,136,light supervision
368,skill,4,1,4,2,6,49,72,light supervision
368,skill,2,1,4,2,6,42,61,heavy supervision
368,skill,2,1,4,2,6,37,52,heavy supervision
368,skill,4,1,4,2,6,24,34,light supervision
368,skill,4,1,4,2,6,17,20,light supervision
368,skill,4,1,4,2,6,17,21,light supervision
368,skill,2,1,4,2,6,17,22,heavy supervision
368,skill,2,1,4,2,6,17,23,heavy supervision
368,skill,2,1,4,2,6,17,24,heavy supervision
368,skill,4,1,4,2,6,18,25,light supervision
3,skill,2,0,4,1,11,20,28,heavy supervision
3,skill,2,0,4,1,11,100,144,heavy supervision
3,skill,2,0,4,1,11,102,147,heavy supervision
3,skill,2,0,4,1,11,157,218,heavy supervision
3,skill,2,0,4,1,11,158,219,heavy supervision
3,skill,2,0,4,1,11,195,274,heavy supervision
3,skill,3,0,4,1,7,193,292,light supervision
3,skill,3,0,4,1,7,193,280,light supervision
3,skill,4,0,4,1,7,193,234,light supervision
3,skill,3,0,4,1,4,132,192,light supervision
3,skill,3,0,4,1,7,193,115,light supervision
3,skill,3,0,4,1,7,193,114,light supervision
3,skill,3,0,4,1,7,193,113,light supervision
3,skill,3,0,4,1,7,193,101,light supervision
3,skill,3,0,4,1,7,193,71,light supervision
3,skill,4,0,4,1,7,183,116,light supervision
3,skill,4,0,4,1,7,183,76,light supervision
3,skill,4,0,4,1,7,183,66,light supervision
3,skill,4,0,4,1,7,111,294,light supervision
3,skill,4,0,4,1,7,111,291,light supervision
3,skill,4,0,4,1,7,111,281,light supervision
3,skill,4,0,4,1,7,111,173,light supervision
3,skill,4,0,4,1,7,111,117,light supervision
3,skill,4,0,4,1,7,111,107,light supervision
3,skill,3,0,4,1,7,111,55,light supervision
3,skill,0,0,4,1,6,119,174,wants to learn
3,skill,0,0,4,1,6,204,284,wants to learn
3,skill,4,0,4,1,6,198,277,light supervision
3,skill,4,0,4,1,6,197,276,light supervision
3,skill,4,0,4,1,6,187,261,light supervision
3,skill,3,0,4,1,6,161,223,light supervision
3,skill,4,0,4,1,6,147,208,light supervision
3,skill,4,0,4,1,6,144,204,light supervision
3,skill,4,0,4,1,6,142,201,light supervision
3,skill,4,0,4,1,6,134,194,light supervision
3,skill,4,0,4,1,6,108,156,light supervision
3,skill,4,0,4,1,6,98,141,light supervision
3,skill,4,0,4,1,6,96,138,light supervision
3,skill,4,0,4,1,6,95,136,light supervision
3,skill,4,0,4,1,6,49,72,light supervision
3,skill,4,0,4,1,6,37,52,light supervision
3,skill,4,0,4,1,6,24,34,light supervision
3,skill,4,0,4,1,6,18,25,light supervision
3,skill,2,0,4,1,4,56,81,heavy supervision
3,skill,2,0,4,1,4,58,82,heavy supervision
3,skill,2,0,4,1,4,149,210,heavy supervision
3,skill,4,0,4,1,4,203,283,light supervision
3,skill,4,0,4,1,4,154,215,light supervision
3,skill,4,0,4,1,4,61,87,light supervision
3,skill,4,0,4,1,4,61,86,light supervision
3,skill,4,0,4,1,4,61,85,light supervision
3,skill,4,0,4,1,4,32,143,light supervision
3,skill,3,0,4,1,4,32,167,light supervision
3,skill,2,0,4,1,4,29,42,heavy supervision
3,skill,3,0,4,1,4,27,33,light supervision
3,skill,4,0,4,1,4,27,38,light supervision
3,skill,4,0,4,1,4,27,137,light supervision
3,skill,4,0,4,1,3,143,203,light supervision
3,skill,2,0,4,1,3,188,262,heavy supervision
3,skill,3,0,4,1,3,174,239,light supervision
3,skill,1,0,4,1,3,159,220,heavy supervision
3,skill,4,0,4,1,3,145,205,light supervision
3,skill,4,0,4,1,3,127,186,light supervision
3,skill,4,0,4,1,3,126,185,light supervision
3,skill,4,0,4,1,3,125,184,light supervision
3,skill,4,0,4,1,3,114,162,light supervision
3,skill,4,0,4,1,3,101,146,light supervision
3,skill,4,0,4,1,3,74,102,light supervision
3,skill,4,0,4,1,3,28,40,light supervision
3,skill,4,0,4,1,2,156,217,light supervision
3,skill,4,0,4,1,2,170,233,light supervision
3,skill,1,0,4,1,2,155,216,heavy supervision
3,skill,4,0,4,1,2,136,196,light supervision
3,skill,4,0,4,1,2,64,90,light supervision
3,skill,4,0,4,1,2,45,64,light supervision
3,skill,4,0,4,1,2,44,63,light supervision
